Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
The Ten Commandments,1956.0,"Adventure, Drama, Family","Charlton Heston, Yul Brynner, Anne Baxter",Cecil B. DeMille,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",https://www.imdb.com/title/tt0049833/,https://m.media-amazon.com/images/M/MV5BMDRiZmNjZDAtN2I0Ny00YjIyLTk3NTUtODUyYTJlMTJhY2U0XkEyXkFqcGc@._V1_SX300.jpg
The Searchers,1956.0,"Adventure, Western","John Wayne, Jeffrey Hunter, Vera Miles",John Ford,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,https://www.imdb.com/title/tt0049730/,https://m.media-amazon.com/images/M/MV5BMTQ4YWI0MTItMTE4YS00ZTNjLWE3ZTQtN2E2MTlhYWQxNDNmXkEyXkFqcGc@._V1_SX300.jpg
Sweet Smell of Success,1957.0,"Drama, Film-Noir","Burt Lancaster, Tony Curtis, Susan Harrison",Alexander Mackendrick,A powerful Broadway columnist coerces an unscrupulous press agent into breaking up his sister's romance with a jazz musician.,https://www.imdb.com/title/tt0051036/,https://m.media-amazon.com/images/M/MV5BZWY3NmM5MTMtODczZS00NmE5LTljOGEtNjFmYzVlZThmNDZmXkEyXkFqcGc@._V1_SX300.jpg
Mother India (Bharat Mata),1957.0,"Action, Comedy, Drama","Nargis, Sunil Dutt, Rajendra Kumar Tuli",Mehboob Khan,"In this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, she always sticks to her own moral code.",https://www.imdb.com/title/tt0050188/,https://m.media-amazon.com/images/M/MV5BNTQ0YjMyOGQtMzJjOS00MTMyLWEzMDEtMTI4YTY3MzA2N2ZmXkEyXkFqcGc@._V1_SX300.jpg
The Unvanquished (Aparajito),1957.0,"Drama, History","Gregory Abels, David Birney, Robert Burr, Danny Frankel",Martin Hoade,N/A,https://www.imdb.com/title/tt0457186/,N/A
The Bridge on the River Kwai,1957.0,"Adventure, Drama, War","William Holden, Alec Guinness, Jack Hawkins",David Lean,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",https://www.imdb.com/title/tt0050212/,https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_SX300.jpg
Nights of Cabiria (Le Notti di Cabiria),1957.0,Drama,"Giulietta Masina, François Périer, Franca Marzi",Federico Fellini,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,https://www.imdb.com/title/tt0050783/,https://m.media-amazon.com/images/M/MV5BYmM0NDA3MzUtYzA1OC00ZDc0LWFlNWUtYjJmOTIxYjkyNGY4XkEyXkFqcGc@._V1_SX300.jpg
The Cranes are Flying (Letjat Zhuravli),1957.0,"Drama, Romance, War","Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev",Mikhail Kalatozov,"Veronica plans a rendezvous with her lover, Boris, at the bank of river, only for him to be drafted into World War II shortly thereafter.",https://www.imdb.com/title/tt0050634/,https://m.media-amazon.com/images/M/MV5BYjVmNTllYjUtYTc2MS00OTZhLTllMWEtOWYzMGQ2YmYzMzgyXkEyXkFqcGc@._V1_SX300.jpg
Wild Strawberries (Smultronstället),1957.0,"Drama, Romance","Victor Sjöström, Bibi Andersson, Ingrid Thulin",Ingmar Bergman,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",https://www.imdb.com/title/tt0050986/,https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_SX300.jpg
12 Angry Men,1957.0,"Crime, Drama","Henry Fonda, Lee J. Cobb, Martin Balsam",Sidney Lumet,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,https://www.imdb.com/title/tt0050083/,https://m.media-amazon.com/images/M/MV5BYjE4NzdmOTYtYjc5Yi00YzBiLWEzNDEtNTgxZGQ2MWVkN2NiXkEyXkFqcGc@._V1_SX300.jpg
The Seventh Seal (Det Sjunde Inseglet),1957.0,"Drama, Fantasy","Max von Sydow, Gunnar Björnstrand, Bengt Ekerot",Ingmar Bergman,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://www.imdb.com/title/tt0050976/,https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_SX300.jpg
An Affair to Remember,1957.0,"Drama, Romance","Cary Grant, Deborah Kerr, Richard Denning",Leo McCarey,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,https://www.imdb.com/title/tt0050105/,https://m.media-amazon.com/images/M/MV5BZGVjNGJkNmQtODJlYy00MThiLWFkNGYtMDQ3NDNhNTY3MWVlXkEyXkFqcGc@._V1_SX300.jpg
The Incredible Shrinking Man,1957.0,"Horror, Sci-Fi","Grant Williams, Randy Stuart, April Kent",Jack Arnold,"After Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him.",https://www.imdb.com/title/tt0050539/,https://m.media-amazon.com/images/M/MV5BYzM5MjE2ZmUtODA4Yi00YTg3LTk0NTAtYzc2NzY5ZWRjNDgxXkEyXkFqcGc@._V1_SX300.jpg
Gunfight at the O.K. Corral,1957.0,"Biography, Drama, Western","Burt Lancaster, Kirk Douglas, Rhonda Fleming",John Sturges,Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,https://www.imdb.com/title/tt0050468/,https://m.media-amazon.com/images/M/MV5BOWE2NTkxN2EtM2EyOC00MGE2LTkwNzAtZWU2NGVkYTlkMTFjXkEyXkFqcGc@._V1_SX300.jpg
Throne of Blood (Kumonosu Jo),1957.0,Drama,"Toshirô Mifune, Minoru Chiaki, Isuzu Yamada",Akira Kurosawa,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",https://www.imdb.com/title/tt0050613/,https://m.media-amazon.com/images/M/MV5BYTdlYjFlZTAtMTA5Yy00Y2UzLWI0ZjEtYWI2Njk0NTI4OGZlXkEyXkFqcGc@._V1_SX300.jpg
Paths of Glory,1957.0,"Drama, War","Kirk Douglas, Ralph Meeker, Adolphe Menjou",Stanley Kubrick,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,https://www.imdb.com/title/tt0050825/,https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@._V1_SX300.jpg
The Music Room (Jalsaghar),1958.0,"Drama, Music","Chhabi Biswas, Gangapada Basu, Padmadevi",Satyajit Ray,"Depicts the end days of a decadent zamindar (landlord) in Bengal, and his efforts to uphold his family prestige even when faced with economic adversity.",https://www.imdb.com/title/tt0051792/,https://m.media-amazon.com/images/M/MV5BYTQ3ZGEyYjQtMWI5Mi00Zjc2LTk0YTYtZmY2OGQzNDc1ZDFkXkEyXkFqcGc@._V1_SX300.jpg
Vertigo,1958.0,"Mystery, Romance, Thriller","James Stewart, Kim Novak, Barbara Bel Geddes",Alfred Hitchcock,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",https://www.imdb.com/title/tt0052357/,https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_SX300.jpg
Cairo Station (Bab el Hadid),1958.0,"Crime, Drama","Farid Shawqi, Hind Rustum, Youssef Chahine",Youssef Chahine,A newspaper salesman at the train station in Cairo develops an unhealthy obsession with a woman who sells refreshments.,https://www.imdb.com/title/tt0051390/,https://m.media-amazon.com/images/M/MV5BYTRjN2JiMGUtMGM4YS00OWIxLWE5YTItNTkxYWNlN2ExY2UyXkEyXkFqcGc@._V1_SX300.jpg
Ashes and Diamonds (Popiól i Diament),1958.0,"Drama, Romance, War","Zbigniew Cybulski, Ewa Krzyzewska, Waclaw Zastrzezynski",Andrzej Wajda,"As World War II and the German occupation ends, the Polish resistance and the Soviet forces turn on each other in an attempt to take over leadership in Communist Poland.",https://www.imdb.com/title/tt0052080/,https://m.media-amazon.com/images/M/MV5BNjc4ZGEwMmItZGI3OS00Y2NiLWFlMDUtNmIwY2NhZGFmNjAxXkEyXkFqcGc@._V1_SX300.jpg
Some Came Running,1958.0,"Drama, Romance","Frank Sinatra, Dean Martin, Shirley MacLaine",Vincente Minnelli,A veteran returns home to deal with family secrets and small-town scandals.,https://www.imdb.com/title/tt0052218/,https://m.media-amazon.com/images/M/MV5BNjk2NWE2MTktMGEyMS00NjI3LWE5ODQtMzNkN2YzZWE3ZjIyXkEyXkFqcGc@._V1_SX300.jpg
My Uncle (Mon Oncle),1958.0,Comedy,"Jacques Tati, Jean-Pierre Zola, Adrienne Servantie",Jacques Tati,"Monsieur Hulot visits the technology-driven world of his sister, brother-in-law, and nephew, but he can't quite fit into the surroundings.",https://www.imdb.com/title/tt0050706/,https://m.media-amazon.com/images/M/MV5BZjdiZjAwMDUtNjBkMy00MGMzLWI4NTYtODJkNjk5OTQ3NTlkXkEyXkFqcGc@._V1_SX300.jpg
Dracula,1958.0,"Fantasy, Horror, Romance","Gary Oldman, Winona Ryder, Anthony Hopkins",Francis Ford Coppola,Centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and wreak havoc in the foreign land.,https://www.imdb.com/title/tt0103874/,https://m.media-amazon.com/images/M/MV5BMmVhNzhlMzMtYjJkNy00ODU4LWJmMjUtYzdlMGI3MTQ3YzBhXkEyXkFqcGc@._V1_SX300.jpg
Touch of Evil,1958.0,"Crime, Drama, Film-Noir","Charlton Heston, Orson Welles, Janet Leigh",Orson Welles,"A Mexican official and his American wife are targeted in a Texas border town by the crime family he's trying to put behind bars for drug trafficking, as his concern grows over the tactics of the local detective whose cooperation h...",https://www.imdb.com/title/tt0052311/,https://m.media-amazon.com/images/M/MV5BYzBkNTQzODUtNzcxMy00ZGNhLThmOWMtMTcyYzY4ZTU2NDM3XkEyXkFqcGc@._V1_SX300.jpg
Man of the West,1958.0,"Comedy, Drama, Romance","Robin Williams, Laura Linney, Lewis Black",Barry Levinson,A comedian who hosts a news satire program decides to run for president and a computerized voting machine malfunction gets him elected.,https://www.imdb.com/title/tt0483726/,https://m.media-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_SX300.jpg
The Defiant Ones,1958.0,"Crime, Drama","Tony Curtis, Sidney Poitier, Cara Williams",Stanley Kramer,"Two chained-together escaped convicts, one white and one black, must learn to get along in order to elude capture.",https://www.imdb.com/title/tt0051525/,https://m.media-amazon.com/images/M/MV5BY2RlOTA0MGQtNTg3Yi00NmRkLTgxNDAtYTFlMzQ3MzZmMTBlXkEyXkFqcGc@._V1_SX300.jpg
Gigi,1958.0,"Comedy, Musical, Romance","Leslie Caron, Maurice Chevalier, Louis Jourdan","Vincente Minnelli, Charles Walters","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",https://www.imdb.com/title/tt0051658/,https://m.media-amazon.com/images/M/MV5BYTRkOGQ3YTItYmJlMy00MjhmLWFiMTMtMGIzZDZmOGU1MzgyXkEyXkFqcGc@._V1_SX300.jpg
"Ivan the Terrible, Part II: The Boyars’ Plot (Ivan Groznyj: Skaz Vtoroy – Boyarskiy Zagovor)",1958.0,"Biography, Drama, History","Nikolay Cherkasov, Lyudmila Tselikovskaya, Serafima Birman",Sergei Eisenstein,"During the early part of his reign, Ivan the Terrible faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people.",https://www.imdb.com/title/tt0037824/,https://m.media-amazon.com/images/M/MV5BNTNlYzI5OWEtYzI1NC00YjEzLWE5MzQtMzI1YjFmZDMwMzczXkEyXkFqcGc@._V1_SX300.jpg
North by Northwest,1959.0,"Adventure, Drama, Mystery","Cary Grant, Eva Marie Saint, James Mason",Alfred Hitchcock,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",https://www.imdb.com/title/tt0053125/,https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_SX300.jpg
The 400 Blows (Les Quatre Cents Coups),1959.0,"Crime, Drama","Jean-Pierre Léaud, Albert Rémy, Claire Maurier",François Truffaut,"A young boy, left without attention, delves into a life of petty crime.",https://www.imdb.com/title/tt0053198/,https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@._V1_SX300.jpg
Pickpocket,1959.0,"Crime, Drama","Martin LaSalle, Marika Green, Jean Pélégri",Robert Bresson,"Michel passes the time by picking pockets, careful to never be caught despite being watched by the police. His friend Jacques may suspect, while both men may have their eyes on Jeanne, the pretty neighbor of Michel's ailing mother.",https://www.imdb.com/title/tt0053168/,https://m.media-amazon.com/images/M/MV5BZDk3MzJjOGYtY2I0OC00OTM4LWI4MDAtYjg1OTIwMjRmMDk1XkEyXkFqcGc@._V1_SX300.jpg
Anatomy of a Murder,1959.0,"Crime, Drama, Thriller","Sandra Hüller, Swann Arlaud, Milo Machado-Graner",Justine Triet,A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,https://www.imdb.com/title/tt17009710/,https://m.media-amazon.com/images/M/MV5BYTk3MjFkZmQtMThiYi00N2JhLTk2YzItZTE5ZGUxZTIyZDVkXkEyXkFqcGc@._V1_SX300.jpg
Floating Weeds (Ukigusa),1959.0,Drama,"Ganjirô Nakamura, Machiko Kyô, Haruko Sugimura",Yasujirô Ozu,"The head of a Japanese theatre troupe returns to a small coastal town where he left a son who thinks he is his uncle, and tries to make up for the lost time, but his current mistress grows jealous.",https://www.imdb.com/title/tt0053390/,https://m.media-amazon.com/images/M/MV5BYzJjYWY5NzQtZGUyNy00YzczLWJlYzMtMzRhNjljNjA3MDMxXkEyXkFqcGc@._V1_SX300.jpg
Rio Bravo,1959.0,Western,"John Wayne, Dean Martin, Ricky Nelson",Howard Hawks,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",https://www.imdb.com/title/tt0053221/,https://m.media-amazon.com/images/M/MV5BYmRiNWY3ZDQtZTJkNi00NjlkLWI3NTQtZDEzZTE0YmNhYTk2XkEyXkFqcGc@._V1_SX300.jpg
The World of Apu (Apur Sansar),1959.0,"Action, Adventure, Mystery","Gwyneth Paltrow, Jude Law, Angelina Jolie",Kerry Conran,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",https://www.imdb.com/title/tt0346156/,https://m.media-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg
Shadows,1959.0,"Drama, Music, Romance","Ben Carruthers, Lelia Goldoni, Hugh Hurd",John Cassavetes,Cassavetes' jazz-scored improvisational film explores interracial friendships and relationships in Beat-Era (1950s) New York City.,https://www.imdb.com/title/tt0053270/,https://m.media-amazon.com/images/M/MV5BZDVjNGFkOWEtM2NiMC00YjZiLWI0ZjAtZjJkMzQ3ZDVkY2RjXkEyXkFqcGc@._V1_SX300.jpg
Ride Lonesome,1959.0,Western,"Randolph Scott, Karen Steele, Pernell Roberts",Budd Boetticher,"A bounty hunter escorts a killer to be tried for murder, with the killer's brother after them.",https://www.imdb.com/title/tt0053220/,https://m.media-amazon.com/images/M/MV5BNWI1MzU1NmMtN2U1Ny00NDkwLWJjZDAtYjkwOTQzNWZhNjgzXkEyXkFqcGc@._V1_SX300.jpg
Black Orpheus (Orfeu Negro),1959.0,"Drama, Musical, Romance","Breno Mello, Marpessa Dawn, Lourdes de Oliveira",Marcel Camus,"A retelling of the Orpheus and Eurydice myth, set during the time of the Carnaval in Rio de Janeiro.",https://www.imdb.com/title/tt0053146/,https://m.media-amazon.com/images/M/MV5BMWI2ZmRhNTItNzhiMC00YWIyLWJmNGItZjNjOTY1MDEyY2VmXkEyXkFqcGc@._V1_SX300.jpg
Ben-Hur,1959.0,"Adventure, Drama","Charlton Heston, Jack Hawkins, Stephen Boyd",William Wyler,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",https://www.imdb.com/title/tt0052618/,https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_SX300.jpg
Some Like It Hot,1959.0,"Comedy, Music, Romance","Marilyn Monroe, Tony Curtis, Jack Lemmon",Billy Wilder,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",https://www.imdb.com/title/tt0053291/,https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_SX300.jpg
Hiroshima Mon Amour,1959.0,"Drama, Romance","Emmanuelle Riva, Eiji Okada, Stella Dassas",Alain Resnais,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,https://www.imdb.com/title/tt0052893/,https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_SX300.jpg
Rocco and his Brothers (Rocco e i Suoi Fratelli),1960.0,"Crime, Drama, Sport","Alain Delon, Renato Salvatori, Annie Girardot",Luchino Visconti,"Having recently been uprooted to Milan, Rocco and his four brothers each look for a new way in life when a prostitute comes between Rocco and his brother Simone.",https://www.imdb.com/title/tt0054248/,https://m.media-amazon.com/images/M/MV5BOTkyMjczYWUtZjFiMi00YWNlLWJlYjctNzc3YmM5YjVhY2UyXkEyXkFqcGc@._V1_SX300.jpg
Breathless (A Bout de Souffle),1960.0,"Crime, Drama","Jean-Paul Belmondo, Jean Seberg, Richard Balducci",Jean-Luc Godard,"A small-time crook, hunted by the authorities for a car theft and the murder of a police officer, attempts to persuade a hip American journalism student to run away with him to Italy.",https://www.imdb.com/title/tt0053472/,https://m.media-amazon.com/images/M/MV5BZGI5MWNjYmEtNzUxZC00YTI3LWE5MzctZTdhYjJkMGMxYzI3XkEyXkFqcGc@._V1_SX300.jpg
The Adventure (L'Avventura),1960.0,Short,"John Curran, Deborah Childs, Tim Stoltenberg",Mike Brune,A retired couple's quiet picnic in the park is violated by a silent intruder whose story exposes the troubling mysteries of existence.,https://www.imdb.com/title/tt1172038/,https://m.media-amazon.com/images/M/MV5BMTQxNTI3ODg5Nl5BMl5BanBnXkFtZTcwMDA5NTE3MQ@@._V1_SX300.jpg
Psycho,1960.0,"Drama, Horror, Mystery","Anthony Perkins, Janet Leigh, Vera Miles",Alfred Hitchcock,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,https://www.imdb.com/title/tt0054215/,https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_SX300.jpg
The Cloud-Capped Star (Meghe Dhaka Tara),1960.0,Drama,"Supriya Choudhury, Anil Chatterjee, Gyanesh Mukherjee",Ritwik Ghatak,A selfless young woman (Supriya Choudhury) sacrifices her own happiness for her unappreciative family.,https://www.imdb.com/title/tt0054073/,https://m.media-amazon.com/images/M/MV5BYjczNmZkZDYtOWZhOC00MmQxLWIyY2EtY2IyZmIzY2NhM2NiXkEyXkFqcGc@._V1_SX300.jpg
The Housemaid (Hanyeo),1960.0,"Drama, Thriller","Jeon Do-yeon, Lee Jung-jae, Youn Yuh-jung",Im Sang-soo,A man's affair with his family's housemaid leads to dark consequences.,https://www.imdb.com/title/tt1314652/,https://m.media-amazon.com/images/M/MV5BN2EzODIwYjItNTQ1YS00NzFjLWI3MTQtNjBlOWQ0MzUyMzQ5XkEyXkFqcGc@._V1_SX300.jpg
The Apartment,1960.0,"Comedy, Drama, Romance","Jack Lemmon, Shirley MacLaine, Fred MacMurray",Billy Wilder,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",https://www.imdb.com/title/tt0053604/,https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_SX300.jpg
The Young One (La Joven),1960.0,Drama,"Zachary Scott, Bernie Hamilton, Key Meersman",Luis Buñuel,"A jazz musician seeks refuge from a lynch mob on a remote island, where he meets a hostile game warden and the young object of his attentions.",https://www.imdb.com/title/tt0053967/,https://m.media-amazon.com/images/M/MV5BYjFiY2I4MjMtMjBmZC00ZTQyLTliZGEtOGUxYmFmOTEwNTk2XkEyXkFqcGc@._V1_SX300.jpg
